to,from,p_value
OTU_121,OTU_27,0.99
OTU_122,OTU_27,0.99
OTU_123,OTU_27,0.99
OTU_124,OTU_27,0.99
OTU_125,OTU_27,0.99
OTU_126,OTU_27,0.99
OTU_127,OTU_27,0.7798637362637363
OTU_1,OTU_28,0.99
OTU_2,OTU_28,0.99
OTU_3,OTU_28,0.99
OTU_4,OTU_28,0.99
OTU_5,OTU_28,0
OTU_6,OTU_28,0.99
OTU_7,OTU_28,0.99
OTU_8,OTU_28,0.9554387263976305
OTU_9,OTU_28,0.99
OTU_10,OTU_28,0.99
OTU_11,OTU_28,0.99
OTU_12,OTU_28,0.99
OTU_13,OTU_28,0.99
OTU_14,OTU_28,0.99
OTU_15,OTU_28,0.99
OTU_16,OTU_28,0.99
OTU_17,OTU_28,0.99
OTU_18,OTU_28,0.99
OTU_19,OTU_28,0.5775089514066496
OTU_20,OTU_28,0.99
OTU_21,OTU_28,0.99
OTU_22,OTU_28,0.99
OTU_23,OTU_28,0.99
OTU_24,OTU_28,0.99
OTU_25,OTU_28,0.99
OTU_26,OTU_28,0.99
OTU_27,OTU_28,0.99
OTU_28,OTU_28,0
OTU_29,OTU_28,0.99
OTU_30,OTU_28,0.99
OTU_31,OTU_28,0.99
OTU_32,OTU_28,0.99
OTU_33,OTU_28,0.99
OTU_34,OTU_28,0.45485053581500284
OTU_35,OTU_28,0.99
OTU_36,OTU_28,0.99
OTU_37,OTU_28,0.99
OTU_38,OTU_28,0.9554387263976305
OTU_39,OTU_28,0.99
OTU_40,OTU_28,0.99
OTU_41,OTU_28,0.99
OTU_42,OTU_28,0.99
OTU_43,OTU_28,0.99
OTU_44,OTU_28,0
OTU_45,OTU_28,0.99
OTU_46,OTU_28,0
OTU_47,OTU_28,0.99
OTU_48,OTU_28,0.99
OTU_49,OTU_28,0.99
OTU_50,OTU_28,0.11798829553767375
OTU_51,OTU_28,0.99
OTU_52,OTU_28,0.99
OTU_53,OTU_28,0.99
OTU_54,OTU_28,0.99
OTU_55,OTU_28,0.99
OTU_56,OTU_28,0.99
OTU_57,OTU_28,0.99
OTU_58,OTU_28,0.99
OTU_59,OTU_28,0.99
OTU_60,OTU_28,0.5775089514066496
OTU_61,OTU_28,0.99
OTU_62,OTU_28,0.99
OTU_63,OTU_28,0.99
OTU_64,OTU_28,0.99
OTU_65,OTU_28,0.8526921512810085
OTU_66,OTU_28,0.99
OTU_67,OTU_28,0.99
OTU_68,OTU_28,0.99
OTU_69,OTU_28,0.99
OTU_70,OTU_28,0.99
OTU_71,OTU_28,0.99
OTU_72,OTU_28,0.99
OTU_73,OTU_28,0.99
OTU_74,OTU_28,0.99
OTU_75,OTU_28,0.99
OTU_76,OTU_28,0
OTU_77,OTU_28,0.99
OTU_78,OTU_28,0.99
OTU_79,OTU_28,0.99
OTU_80,OTU_28,0.99
OTU_81,OTU_28,0.99
OTU_82,OTU_28,0.884473168820995
OTU_83,OTU_28,0.99
OTU_84,OTU_28,0.7798637362637363
OTU_85,OTU_28,0.99
OTU_86,OTU_28,0.99
OTU_87,OTU_28,0.99
OTU_88,OTU_28,0.99
OTU_89,OTU_28,0.99
OTU_90,OTU_28,0
OTU_91,OTU_28,0.99
OTU_92,OTU_28,0.99
OTU_93,OTU_28,0.99
OTU_94,OTU_28,0.99
OTU_95,OTU_28,0.99
OTU_96,OTU_28,0.99
OTU_97,OTU_28,0.99
OTU_98,OTU_28,0.99
OTU_99,OTU_28,0.8526921512810085
OTU_100,OTU_28,0.99
OTU_101,OTU_28,0.99
OTU_102,OTU_28,0.99
OTU_103,OTU_28,0.5205701990317374
OTU_104,OTU_28,0.6818271488961953
OTU_105,OTU_28,0.99
OTU_106,OTU_28,0.99
OTU_107,OTU_28,0.99
OTU_108,OTU_28,0.99
OTU_109,OTU_28,0.99
OTU_110,OTU_28,0.99
OTU_111,OTU_28,0.99
OTU_112,OTU_28,0.99
OTU_113,OTU_28,0.99
OTU_114,OTU_28,0.99
OTU_115,OTU_28,0.99
OTU_116,OTU_28,0
OTU_117,OTU_28,0.99
OTU_118,OTU_28,0.99
OTU_119,OTU_28,0.99
OTU_120,OTU_28,0.99
OTU_121,OTU_28,0.99
OTU_122,OTU_28,0.99
OTU_123,OTU_28,0.99
OTU_124,OTU_28,0.99
OTU_125,OTU_28,0.99
OTU_126,OTU_28,0.99
OTU_127,OTU_28,0.99
OTU_1,OTU_29,0.99
OTU_2,OTU_29,0.99
OTU_3,OTU_29,0.99
OTU_4,OTU_29,0.99
OTU_5,OTU_29,0.7275146594497068
OTU_6,OTU_29,0.99
OTU_7,OTU_29,0.99
OTU_8,OTU_29,0.99
OTU_9,OTU_29,0.99
OTU_10,OTU_29,0.99
OTU_11,OTU_29,0.99
OTU_12,OTU_29,0.99
OTU_13,OTU_29,0.99
OTU_14,OTU_29,0.99
OTU_15,OTU_29,0.99
OTU_16,OTU_29,0.99
OTU_17,OTU_29,0.99
OTU_18,OTU_29,0.99
OTU_19,OTU_29,0.99
OTU_20,OTU_29,0.99
OTU_21,OTU_29,0.99
OTU_22,OTU_29,0.99
OTU_23,OTU_29,0.99
OTU_24,OTU_29,0.99
OTU_25,OTU_29,0.99
OTU_26,OTU_29,0.99
OTU_27,OTU_29,0.99
OTU_28,OTU_29,0.99
OTU_29,OTU_29,0
OTU_30,OTU_29,0.99
OTU_31,OTU_29,0.99
OTU_32,OTU_29,0.99
OTU_33,OTU_29,0.99
OTU_34,OTU_29,0.6818271488961953
OTU_35,OTU_29,0.99
OTU_36,OTU_29,0.99
OTU_37,OTU_29,0.884473168820995
OTU_38,OTU_29,0.99
OTU_39,OTU_29,0.99
OTU_40,OTU_29,0.99
OTU_41,OTU_29,0.99
OTU_42,OTU_29,0.99
OTU_43,OTU_29,0.11798829553767375
OTU_44,OTU_29,0.99
OTU_45,OTU_29,0.99
OTU_46,OTU_29,0.8526921512810085
OTU_47,OTU_29,0.99
OTU_48,OTU_29,0.99
OTU_49,OTU_29,0.99
OTU_50,OTU_29,0.45485053581500284
OTU_51,OTU_29,0.99
OTU_52,OTU_29,0.99
OTU_53,OTU_29,0.8526921512810085
OTU_54,OTU_29,0.99
OTU_55,OTU_29,0.99
OTU_56,OTU_29,0.99
OTU_57,OTU_29,0.99
OTU_58,OTU_29,0.99
OTU_59,OTU_29,0.99
OTU_60,OTU_29,0.37883734586024664
OTU_61,OTU_29,0.99
OTU_62,OTU_29,0.99
OTU_63,OTU_29,0.99
OTU_64,OTU_29,0.99
OTU_65,OTU_29,0.99
OTU_66,OTU_29,0.6260650169820475
OTU_67,OTU_29,0.99
OTU_68,OTU_29,0.99
OTU_69,OTU_29,0.99
OTU_70,OTU_29,0.99
OTU_71,OTU_29,0.99
OTU_72,OTU_29,0.8197712833545108
OTU_73,OTU_29,0.99
OTU_74,OTU_29,0.99
OTU_75,OTU_29,0.99
OTU_76,OTU_29,0.6260650169820475
OTU_77,OTU_29,0.99
OTU_78,OTU_29,0.99
OTU_79,OTU_29,0.99
OTU_80,OTU_29,0.99
OTU_81,OTU_29,0.99
OTU_82,OTU_29,0.99
OTU_83,OTU_29,0.99
OTU_84,OTU_29,0.8526921512810085
OTU_85,OTU_29,0.99
OTU_86,OTU_29,0.99
OTU_87,OTU_29,0.99
OTU_88,OTU_29,0.99
OTU_89,OTU_29,0.99
OTU_90,OTU_29,0.884473168820995
OTU_91,OTU_29,0.99
OTU_92,OTU_29,0.99
OTU_93,OTU_29,0.99
OTU_94,OTU_29,0.99
OTU_95,OTU_29,0.99
OTU_96,OTU_29,0.99
OTU_97,OTU_29,0.99
OTU_98,OTU_29,0.99
OTU_99,OTU_29,0.99
OTU_100,OTU_29,0.99
OTU_101,OTU_29,0.30072715972653824
OTU_102,OTU_29,0.99
OTU_103,OTU_29,0.99
OTU_104,OTU_29,0.99
OTU_105,OTU_29,0.99
OTU_106,OTU_29,0.99
OTU_107,OTU_29,0.9554387263976305
OTU_108,OTU_29,0.99
OTU_109,OTU_29,0.99
OTU_110,OTU_29,0.99
OTU_111,OTU_29,0.99
OTU_112,OTU_29,0.99
OTU_113,OTU_29,0.99
OTU_114,OTU_29,0.99
OTU_115,OTU_29,0.99
OTU_116,OTU_29,0.91468809073724
OTU_117,OTU_29,0.99
OTU_118,OTU_29,0.99
OTU_119,OTU_29,0.99
OTU_120,OTU_29,0.99
OTU_121,OTU_29,0.99
OTU_122,OTU_29,0.91468809073724
OTU_123,OTU_29,0.99
OTU_124,OTU_29,0.99
OTU_125,OTU_29,0.8526921512810085
OTU_126,OTU_29,0.99
OTU_127,OTU_29,0.99
OTU_1,OTU_30,0.99
OTU_2,OTU_30,0.99
OTU_3,OTU_30,0.99
OTU_4,OTU_30,0.99
OTU_5,OTU_30,0.30072715972653824
OTU_6,OTU_30,0.99
OTU_7,OTU_30,0.99
OTU_8,OTU_30,0.99
OTU_9,OTU_30,0.99
OTU_10,OTU_30,0.99
OTU_11,OTU_30,0.99
OTU_12,OTU_30,0.99
OTU_13,OTU_30,0.99
OTU_14,OTU_30,0.99
OTU_15,OTU_30,0.99
OTU_16,OTU_30,0.99
OTU_17,OTU_30,0.99
OTU_18,OTU_30,0.99
OTU_19,OTU_30,0.99
OTU_20,OTU_30,0.99
OTU_21,OTU_30,0.99
OTU_22,OTU_30,0.99
OTU_23,OTU_30,0.99
OTU_24,OTU_30,0.99
OTU_25,OTU_30,0.99
OTU_26,OTU_30,0.99
OTU_27,OTU_30,0.99
OTU_28,OTU_30,0.99
OTU_29,OTU_30,0.99
OTU_30,OTU_30,0
OTU_31,OTU_30,0.99
OTU_32,OTU_30,0.99
OTU_33,OTU_30,0.99
OTU_34,OTU_30,0
OTU_35,OTU_30,0.99
OTU_36,OTU_30,0.99
OTU_37,OTU_30,0.99
OTU_38,OTU_30,0.99
OTU_39,OTU_30,0.99
OTU_40,OTU_30,0.99
OTU_41,OTU_30,0.99
OTU_42,OTU_30,0.99
OTU_43,OTU_30,0.99
OTU_44,OTU_30,0.2163514419852448
OTU_45,OTU_30,0.99
OTU_46,OTU_30,0.11798829553767375
OTU_47,OTU_30,0.99
OTU_48,OTU_30,0.99
OTU_49,OTU_30,0.99
OTU_50,OTU_30,0.2163514419852448
OTU_51,OTU_30,0.99
OTU_52,OTU_30,0.99
OTU_53,OTU_30,0.99
OTU_54,OTU_30,0.99
OTU_55,OTU_30,0.99
OTU_56,OTU_30,0.99
OTU_57,OTU_30,0.99
OTU_58,OTU_30,0.99
OTU_59,OTU_30,0.99
OTU_60,OTU_30,0.6260650169820475
OTU_61,OTU_30,0.99
OTU_62,OTU_30,0.99
OTU_63,OTU_30,0.99
OTU_64,OTU_30,0.99
OTU_65,OTU_30,0.6818271488961953
OTU_66,OTU_30,0.99
OTU_67,OTU_30,0.99
OTU_68,OTU_30,0.99
OTU_69,OTU_30,0.99
OTU_70,OTU_30,0.99
OTU_71,OTU_30,0.99
OTU_72,OTU_30,0.99
OTU_73,OTU_30,0.99
OTU_74,OTU_30,0.99
OTU_75,OTU_30,0.99
OTU_76,OTU_30,0.2163514419852448
OTU_77,OTU_30,0.99
OTU_78,OTU_30,0.99
OTU_79,OTU_30,0.99
OTU_80,OTU_30,0.99
OTU_81,OTU_30,0.99
OTU_82,OTU_30,0.8197712833545108
OTU_83,OTU_30,0.99
OTU_84,OTU_30,0.11798829553767375
OTU_85,OTU_30,0.99
OTU_86,OTU_30,0.99
OTU_87,OTU_30,0.99
OTU_88,OTU_30,0.99
OTU_89,OTU_30,0.99
OTU_90,OTU_30,0.11798829553767375
OTU_91,OTU_30,0.99
OTU_92,OTU_30,0.99
OTU_93,OTU_30,0.99
OTU_94,OTU_30,0.99
OTU_95,OTU_30,0.99
OTU_96,OTU_30,0.99
OTU_97,OTU_30,0.99
OTU_98,OTU_30,0.99
OTU_99,OTU_30,0.99
OTU_100,OTU_30,0.99
OTU_101,OTU_30,0.99
OTU_102,OTU_30,0.99
OTU_103,OTU_30,0.5775089514066496
OTU_104,OTU_30,0.99
OTU_105,OTU_30,0.99
OTU_106,OTU_30,0.99
OTU_107,OTU_30,0.99
OTU_108,OTU_30,0.99
OTU_109,OTU_30,0.99
OTU_110,OTU_30,0.99
OTU_111,OTU_30,0.99
OTU_112,OTU_30,0.99
OTU_113,OTU_30,0.99
OTU_114,OTU_30,0.99
OTU_115,OTU_30,0.99
OTU_116,OTU_30,0.11798829553767375
OTU_117,OTU_30,0.99
OTU_118,OTU_30,0.99
OTU_119,OTU_30,0.99
OTU_120,OTU_30,0.99
OTU_121,OTU_30,0.99
OTU_122,OTU_30,0.99
OTU_123,OTU_30,0.99
OTU_124,OTU_30,0.99
OTU_125,OTU_30,0.99
OTU_126,OTU_30,0.99
OTU_127,OTU_30,0.99
OTU_1,OTU_31,0.99
OTU_2,OTU_31,0.99
OTU_3,OTU_31,0.99
OTU_4,OTU_31,0.99
OTU_5,OTU_31,0
OTU_6,OTU_31,0.99
OTU_7,OTU_31,0.99
OTU_8,OTU_31,0.99
OTU_9,OTU_31,0.99
OTU_10,OTU_31,0.99
OTU_11,OTU_31,0.99
OTU_12,OTU_31,0.99
OTU_13,OTU_31,0.99
OTU_14,OTU_31,0.99
OTU_15,OTU_31,0.99
OTU_16,OTU_31,0.99
OTU_17,OTU_31,0.99
OTU_18,OTU_31,0.99
OTU_19,OTU_31,0.99
OTU_20,OTU_31,0.99
OTU_21,OTU_31,0.99
OTU_22,OTU_31,0.99
OTU_23,OTU_31,0.99
OTU_24,OTU_31,0.99
OTU_25,OTU_31,0.99
OTU_26,OTU_31,0.99
OTU_27,OTU_31,0.99
OTU_28,OTU_31,0.99
OTU_29,OTU_31,0.99
OTU_30,OTU_31,0.99
OTU_31,OTU_31,0
OTU_32,OTU_31,0.99
OTU_33,OTU_31,0.99
OTU_34,OTU_31,0.5205701990317374
OTU_35,OTU_31,0.99
OTU_36,OTU_31,0.99
OTU_37,OTU_31,0.99
OTU_38,OTU_31,0.99
OTU_39,OTU_31,0.99
OTU_40,OTU_31,0.99
OTU_41,OTU_31,0.99
OTU_42,OTU_31,0.5205701990317374
OTU_43,OTU_31,0.99
OTU_44,OTU_31,0
OTU_45,OTU_31,0.99
OTU_46,OTU_31,0.37883734586024664
OTU_47,OTU_31,0.99
OTU_48,OTU_31,0.99
OTU_49,OTU_31,0.99
OTU_50,OTU_31,0.11798829553767375
OTU_51,OTU_31,0.99
OTU_52,OTU_31,0.99
OTU_53,OTU_31,0.99
OTU_54,OTU_31,0.99
OTU_55,OTU_31,0.99
OTU_56,OTU_31,0.99
OTU_57,OTU_31,0.9803110475509476
OTU_58,OTU_31,0.99
OTU_59,OTU_31,0.99
OTU_60,OTU_31,0.5775089514066496
OTU_61,OTU_31,0.99
OTU_62,OTU_31,0.99
OTU_63,OTU_31,0.99
OTU_64,OTU_31,0.99
OTU_65,OTU_31,0.8526921512810085
OTU_66,OTU_31,0.99
OTU_67,OTU_31,0.884473168820995
OTU_68,OTU_31,0.99
OTU_69,OTU_31,0.99
OTU_70,OTU_31,0.99
OTU_71,OTU_31,0.99
OTU_72,OTU_31,0.99
OTU_73,OTU_31,0.99
OTU_74,OTU_31,0.99
OTU_75,OTU_31,0.99
OTU_76,OTU_31,0
OTU_77,OTU_31,0.99
OTU_78,OTU_31,0.99
OTU_79,OTU_31,0.99
OTU_80,OTU_31,0.99
OTU_81,OTU_31,0.99
OTU_82,OTU_31,0.91468809073724
OTU_83,OTU_31,0.99
OTU_84,OTU_31,0.30072715972653824
OTU_85,OTU_31,0.99
OTU_86,OTU_31,0.99
OTU_87,OTU_31,0.99
OTU_88,OTU_31,0.99
OTU_89,OTU_31,0.99
OTU_90,OTU_31,0
OTU_91,OTU_31,0.99
OTU_92,OTU_31,0.99
OTU_93,OTU_31,0.99
OTU_94,OTU_31,0.99
OTU_95,OTU_31,0.99
OTU_96,OTU_31,0.99
OTU_97,OTU_31,0.99
OTU_98,OTU_31,0.9803110475509476
OTU_99,OTU_31,0.99
OTU_100,OTU_31,0.99
OTU_101,OTU_31,0.99
OTU_102,OTU_31,0.99
OTU_103,OTU_31,0.30072715972653824
OTU_104,OTU_31,0.5775089514066496
OTU_105,OTU_31,0.99
OTU_106,OTU_31,0.99
OTU_107,OTU_31,0.99
OTU_108,OTU_31,0.99
OTU_109,OTU_31,0.99
OTU_110,OTU_31,0.99
OTU_111,OTU_31,0.99
OTU_112,OTU_31,0.6260650169820475
OTU_113,OTU_31,0.99
OTU_114,OTU_31,0.99
OTU_115,OTU_31,0.99
OTU_116,OTU_31,0
OTU_117,OTU_31,0.99
OTU_118,OTU_31,0.99
OTU_119,OTU_31,0.99
OTU_120,OTU_31,0.99
OTU_121,OTU_31,0.99
OTU_122,OTU_31,0.99
OTU_123,OTU_31,0.99
OTU_124,OTU_31,0.99
OTU_125,OTU_31,0.99
OTU_126,OTU_31,0.99
OTU_127,OTU_31,0.99
OTU_1,OTU_32,0.99
OTU_2,OTU_32,0.99
OTU_3,OTU_32,0.99
OTU_4,OTU_32,0.99
OTU_5,OTU_32,0
OTU_6,OTU_32,0.99
OTU_7,OTU_32,0.99
OTU_8,OTU_32,0.99
OTU_9,OTU_32,0.99
OTU_10,OTU_32,0.99
OTU_11,OTU_32,0.99
OTU_12,OTU_32,0.99
OTU_13,OTU_32,0.99
OTU_14,OTU_32,0.99
OTU_15,OTU_32,0.99
OTU_16,OTU_32,0.99
OTU_17,OTU_32,0.99
OTU_18,OTU_32,0.99
OTU_19,OTU_32,0.99
OTU_20,OTU_32,0.99
OTU_21,OTU_32,0.99
OTU_22,OTU_32,0.99
OTU_23,OTU_32,0.99
OTU_24,OTU_32,0.99
OTU_25,OTU_32,0.99
OTU_26,OTU_32,0.99
OTU_27,OTU_32,0.99
OTU_28,OTU_32,0.99
OTU_29,OTU_32,0.99
OTU_30,OTU_32,0.99
OTU_31,OTU_32,0.99
OTU_32,OTU_32,0
OTU_33,OTU_32,0.99
OTU_34,OTU_32,0.7275146594497068
OTU_35,OTU_32,0.99
OTU_36,OTU_32,0.99
OTU_37,OTU_32,0.99
OTU_38,OTU_32,0.99
OTU_39,OTU_32,0.99
OTU_40,OTU_32,0.99
OTU_41,OTU_32,0.99
OTU_42,OTU_32,0.99
OTU_43,OTU_32,0.99
OTU_44,OTU_32,0
OTU_45,OTU_32,0.99
OTU_46,OTU_32,0.30072715972653824
OTU_47,OTU_32,0.99
OTU_48,OTU_32,0.99
OTU_49,OTU_32,0.99
OTU_50,OTU_32,0.99
OTU_51,OTU_32,0.99
OTU_52,OTU_32,0.99
OTU_53,OTU_32,0.99
OTU_54,OTU_32,0.99
OTU_55,OTU_32,0.99
OTU_56,OTU_32,0.99
OTU_57,OTU_32,0.99
OTU_58,OTU_32,0.99
OTU_59,OTU_32,0.99
OTU_60,OTU_32,0.5205701990317374
OTU_61,OTU_32,0.99
OTU_62,OTU_32,0.99
OTU_63,OTU_32,0.99
OTU_64,OTU_32,0.99
OTU_65,OTU_32,0.9554387263976305
OTU_66,OTU_32,0.99
OTU_67,OTU_32,0.99
OTU_68,OTU_32,0.99
OTU_69,OTU_32,0.99
OTU_70,OTU_32,0.99
OTU_71,OTU_32,0.99
OTU_72,OTU_32,0.99
OTU_73,OTU_32,0.99
OTU_74,OTU_32,0.99
OTU_75,OTU_32,0.99
OTU_76,OTU_32,0
OTU_77,OTU_32,0.99
OTU_78,OTU_32,0.99
OTU_79,OTU_32,0.99
OTU_80,OTU_32,0.99
OTU_81,OTU_32,0.99
OTU_82,OTU_32,0.99
OTU_83,OTU_32,0.99
OTU_84,OTU_32,0.6260650169820475
OTU_85,OTU_32,0.99
OTU_86,OTU_32,0.99
OTU_87,OTU_32,0.99
OTU_88,OTU_32,0.99
OTU_89,OTU_32,0.99
OTU_90,OTU_32,0.2163514419852448
OTU_91,OTU_32,0.99
OTU_92,OTU_32,0.99
OTU_93,OTU_32,0.99
OTU_94,OTU_32,0.99
OTU_95,OTU_32,0.99
OTU_96,OTU_32,0.99
OTU_97,OTU_32,0.99
OTU_98,OTU_32,0.99
OTU_99,OTU_32,0.99
OTU_100,OTU_32,0.99
OTU_101,OTU_32,0.99
OTU_102,OTU_32,0.99
OTU_103,OTU_32,0.6818271488961953
OTU_104,OTU_32,0.99
OTU_105,OTU_32,0.99
OTU_106,OTU_32,0.99
OTU_107,OTU_32,0.99
OTU_108,OTU_32,0.99
OTU_109,OTU_32,0.99
OTU_110,OTU_32,0.99
OTU_111,OTU_32,0.99
OTU_112,OTU_32,0.99
OTU_113,OTU_32,0.99
OTU_114,OTU_32,0.99
OTU_115,OTU_32,0.99
OTU_116,OTU_32,0.30072715972653824
OTU_117,OTU_32,0.99
OTU_118,OTU_32,0.99
OTU_119,OTU_32,0.99
OTU_120,OTU_32,0.99
OTU_121,OTU_32,0.99
OTU_122,OTU_32,0.99
OTU_123,OTU_32,0.99
OTU_124,OTU_32,0.99
OTU_125,OTU_32,0.99
OTU_126,OTU_32,0.99
OTU_127,OTU_32,0.99
OTU_1,OTU_33,0.99
OTU_2,OTU_33,0.99
OTU_3,OTU_33,0.99
OTU_4,OTU_33,0.99
OTU_5,OTU_33,0.99
OTU_6,OTU_33,0.99
OTU_7,OTU_33,0.99
OTU_8,OTU_33,0.99
OTU_9,OTU_33,0.99
OTU_10,OTU_33,0.99
OTU_11,OTU_33,0.99
OTU_12,OTU_33,0.99
OTU_13,OTU_33,0.99
OTU_14,OTU_33,0.99
OTU_15,OTU_33,0.99
OTU_16,OTU_33,0.99
OTU_17,OTU_33,0.99
OTU_18,OTU_33,0.99
OTU_19,OTU_33,0.99
OTU_20,OTU_33,0.99
OTU_21,OTU_33,0.99
OTU_22,OTU_33,0.99
OTU_23,OTU_33,0.884473168820995
OTU_24,OTU_33,0.99
OTU_25,OTU_33,0.99
OTU_26,OTU_33,0.99
OTU_27,OTU_33,0.99
OTU_28,OTU_33,0.99
OTU_29,OTU_33,0.99
OTU_30,OTU_33,0.99
OTU_31,OTU_33,0.99
OTU_32,OTU_33,0.99
OTU_33,OTU_33,0
OTU_34,OTU_33,0.99
OTU_35,OTU_33,0.9803110475509476
OTU_36,OTU_33,0.99
OTU_37,OTU_33,0.99
OTU_38,OTU_33,0.99
OTU_39,OTU_33,0.99
OTU_40,OTU_33,0.99
OTU_41,OTU_33,0.99
OTU_42,OTU_33,0.99
OTU_43,OTU_33,0.99
OTU_44,OTU_33,0.99
OTU_45,OTU_33,0.99
OTU_46,OTU_33,0.45485053581500284
OTU_47,OTU_33,0.99
OTU_48,OTU_33,0.99
OTU_49,OTU_33,0.99
OTU_50,OTU_33,0.99
OTU_51,OTU_33,0.99
OTU_52,OTU_33,0.99
OTU_53,OTU_33,0.99
OTU_54,OTU_33,0.99
OTU_55,OTU_33,0.99
OTU_56,OTU_33,0.99
OTU_57,OTU_33,0.99
OTU_58,OTU_33,0.99
OTU_59,OTU_33,0.99
OTU_60,OTU_33,0.99
OTU_61,OTU_33,0.99
OTU_62,OTU_33,0.99
OTU_63,OTU_33,0.99
OTU_64,OTU_33,0.99
OTU_65,OTU_33,0.99
OTU_66,OTU_33,0.99
OTU_67,OTU_33,0.99
OTU_68,OTU_33,0.99
OTU_69,OTU_33,0.99
OTU_70,OTU_33,0.99
OTU_71,OTU_33,0.99
OTU_72,OTU_33,0.99
OTU_73,OTU_33,0.99
OTU_74,OTU_33,0.99
OTU_75,OTU_33,0.99
OTU_76,OTU_33,0.99
OTU_77,OTU_33,0.884473168820995
OTU_78,OTU_33,0.99
OTU_79,OTU_33,0.99
OTU_80,OTU_33,0.99
OTU_81,OTU_33,0.99
OTU_82,OTU_33,0.99
OTU_83,OTU_33,0.99
OTU_84,OTU_33,0.99
OTU_85,OTU_33,0.99
OTU_86,OTU_33,0.99
OTU_87,OTU_33,0.99
OTU_88,OTU_33,0.99
OTU_89,OTU_33,0.99
OTU_90,OTU_33,0.99
OTU_91,OTU_33,0.99
OTU_92,OTU_33,0.99
OTU_93,OTU_33,0.99
OTU_94,OTU_33,0.99
OTU_95,OTU_33,0.99
OTU_96,OTU_33,0.99
OTU_97,OTU_33,0.99
OTU_98,OTU_33,0.99
OTU_99,OTU_33,0.99
OTU_100,OTU_33,0.99
OTU_101,OTU_33,0.99
OTU_102,OTU_33,0.99
OTU_103,OTU_33,0.99
OTU_104,OTU_33,0.99
OTU_105,OTU_33,0.99
OTU_106,OTU_33,0.99
OTU_107,OTU_33,0.99
OTU_108,OTU_33,0.99
OTU_109,OTU_33,0.99
OTU_110,OTU_33,0.99
OTU_111,OTU_33,0.99
OTU_112,OTU_33,0.99
OTU_113,OTU_33,0.99
OTU_114,OTU_33,0.99
OTU_115,OTU_33,0.99
OTU_116,OTU_33,0.99
OTU_117,OTU_33,0.99
OTU_118,OTU_33,0.99
OTU_119,OTU_33,0.99
OTU_120,OTU_33,0.99
OTU_121,OTU_33,0.99
OTU_122,OTU_33,0.99
OTU_123,OTU_33,0.99
OTU_124,OTU_33,0.99
OTU_125,OTU_33,0.99
OTU_126,OTU_33,0.8526921512810085
OTU_127,OTU_33,0.99
OTU_1,OTU_34,0.6260650169820475
OTU_2,OTU_34,0.99
OTU_3,OTU_34,0.99
OTU_4,OTU_34,0.2163514419852448
OTU_5,OTU_34,0.45485053581500284
OTU_6,OTU_34,0.7798637362637363
OTU_7,OTU_34,0.7275146594497068
OTU_8,OTU_34,0.99
OTU_9,OTU_34,0.99
OTU_10,OTU_34,0.6818271488961953
OTU_11,OTU_34,0.11798829553767375
OTU_12,OTU_34,0.99
OTU_13,OTU_34,0.6260650169820475
OTU_14,OTU_34,0.11798829553767375
OTU_15,OTU_34,0.99
OTU_16,OTU_34,0.99
OTU_17,OTU_34,0.99
OTU_18,OTU_34,0.99
OTU_19,OTU_34,0.99
OTU_20,OTU_34,0.2163514419852448
OTU_21,OTU_34,0.99
OTU_22,OTU_34,0.37883734586024664
OTU_23,OTU_34,0.11798829553767375
OTU_24,OTU_34,0.9803110475509476
OTU_25,OTU_34,0.99
OTU_26,OTU_34,0.99
OTU_27,OTU_34,0.5775089514066496
OTU_28,OTU_34,0.45485053581500284
OTU_29,OTU_34,0.6818271488961953
OTU_30,OTU_34,0
OTU_31,OTU_34,0.5205701990317374
OTU_32,OTU_34,0.7275146594497068
OTU_33,OTU_34,0.99
OTU_34,OTU_34,0
OTU_35,OTU_34,0.7798637362637363
OTU_36,OTU_34,0.2163514419852448
OTU_37,OTU_34,0
OTU_38,OTU_34,0.45485053581500284
OTU_39,OTU_34,0.6260650169820475
OTU_40,OTU_34,0.99
OTU_41,OTU_34,0.6260650169820475
OTU_42,OTU_34,0.91468809073724
OTU_43,OTU_34,0.11798829553767375
OTU_44,OTU_34,0.5775089514066496
OTU_45,OTU_34,0.2163514419852448
OTU_46,OTU_34,0.5775089514066496
OTU_47,OTU_34,0.45485053581500284
OTU_48,OTU_34,0.37883734586024664
OTU_49,OTU_34,0.5775089514066496
OTU_50,OTU_34,0.99
OTU_51,OTU_34,0
OTU_52,OTU_34,0.99
OTU_53,OTU_34,0.2163514419852448
OTU_54,OTU_34,0.11798829553767375
OTU_55,OTU_34,0.37883734586024664
OTU_56,OTU_34,0.7275146594497068
OTU_57,OTU_34,0.11798829553767375
OTU_58,OTU_34,0.7275146594497068
OTU_59,OTU_34,0.7798637362637363
OTU_60,OTU_34,0.99
OTU_61,OTU_34,0.99
OTU_62,OTU_34,0
OTU_63,OTU_34,0.37883734586024664
OTU_64,OTU_34,0.30072715972653824
OTU_65,OTU_34,0.99
OTU_66,OTU_34,0.6818271488961953
OTU_67,OTU_34,0.99
OTU_68,OTU_34,0.884473168820995
OTU_69,OTU_34,0.91468809073724
OTU_70,OTU_34,0.2163514419852448
OTU_71,OTU_34,0
OTU_72,OTU_34,0.99
OTU_73,OTU_34,0.99
OTU_74,OTU_34,0
